"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLRCBUS","197606","3.454","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197607","2.655","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197608","3.533","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197609","3.949","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197610","5.092","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197611","5.964","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197612","8.916","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197613","58.885","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197701","7.893","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197702","5.301","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197703","4.665","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197704","4.819","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197705","3.754","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197706","3.889","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197707","2.926","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197708","3.632","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197709","3.427","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197710","4.402","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197711","5.885","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197712","6.867","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197713","57.461","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197801","5.291","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197802","5.431","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197803","4.227","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197804","3.576","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197805","3.224","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197806","3.121","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197807","2.826","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197808","2.883","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197809","3.297","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197810","4.759","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197811","5.059","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197812","5.451","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197813","49.145","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197901","5.743","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197902","3.479","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197903","2.74","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197904","2.46","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197905","2.224","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197906","2.282","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197907","1.98","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197908","1.873","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197909","2.487","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197910","3.47","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197911","4.15","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197912","4.426","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","197913","37.313","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198001","4.09","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198002","3.579","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198003","2.552","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198004","2.736","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198005","1.652","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198006","1.307","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198007","1.619","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198008","1.529","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198009","2.031","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198010","2.769","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198011","2.93","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198012","3.749","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198013","30.544","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198101","3.621","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198102","2.88","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198103","1.917","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198104","2.273","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198105","1.901","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198106","1.214","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198107","1.739","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198108","1.857","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198109","2.375","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198110","2.532","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198111","3.443","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198112","4.272","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198113","30.02","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198201","3.831","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198202","2.674","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198203","2.172","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198204","2.712","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198205","1.802","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198206","1.401","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198207","2.423","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198208","2.585","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198209","2.458","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198210","2.546","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198211","3.26","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198212","3.928","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198213","31.791","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198301","3.221","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198302","2.817","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198303","2.008","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198304","2.795","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198305","1.687","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198306","1.337","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198307","2.183","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198308","2.063","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198309","2.74","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198310","2.912","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198311","3.079","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198312","3.943","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198313","30.785","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198401","4.538","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198402","3.971","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198403","2.83","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198404","4.028","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198405","2.432","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198406","1.923","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198407","3.016","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198408","2.848","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198409","3.784","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198410","3.007","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198411","3.181","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198412","4.07","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198413","39.627","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198501","4.135","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198502","3.618","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198503","2.579","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198504","3.804","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198505","2.297","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198506","1.816","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198507","2.606","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198508","2.461","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198509","3.27","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198510","3.567","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198511","3.774","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198512","4.829","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198513","38.757","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198601","4.711","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198602","4.123","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198603","2.938","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198604","4.248","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198605","2.565","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198606","2.028","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198607","2.479","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198608","2.341","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198609","3.11","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198610","3.495","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198611","3.697","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198612","4.731","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198613","40.467","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198701","3.897","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198702","3.41","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198703","2.431","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198704","3.243","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198705","1.958","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198706","1.548","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198707","2.714","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198708","2.563","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198709","3.405","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198710","3.531","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198711","3.736","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198712","4.781","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198713","37.218","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198801","4.285","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198802","3.517","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198803","2.592","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198804","3.154","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198805","1.857","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198806","2.281","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198807","3.519","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198808","3.414","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198809","2.012","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198810","2.313","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198811","3.08","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198812","4.95","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198813","36.973","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198901","3.141","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198902","3.442","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198903","2.542","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198904","2.536","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198905","1.667","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198906","1.471","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198907","2.463","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198908","2.232","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198909","1.581","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198910","1.042","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198911","2.633","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198912","5.881","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","198913","30.63","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199001","3.299","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199002","3.034","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199003","2.55","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199004","2.461","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199005","1.667","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199006","1.726","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199007","2.475","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199008","2.307","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199009","1.894","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199010","1.913","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199011","2.888","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199012","4.9","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199013","31.114","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199101","3.588","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199102","2.518","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199103","2.249","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199104","1.677","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199105","1.374","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199106","1.338","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199107","1.775","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199108","1.606","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199109","1.329","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199110","1.47","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199111","2.818","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199112","3.612","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199113","25.355","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199201","3.056","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199202","2.421","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199203","2.187","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199204","2.213","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199205","1.335","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199206","1.23","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199207","1.973","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199208","1.636","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199209","1.532","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199210","1.528","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199211","2.67","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199212","3.808","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199213","25.589","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199301","2.738","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199302","2.655","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199303","2.126","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199304","2.539","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199305","1.336","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199306","1.731","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199307","1.756","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199308","1.58","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199309","1.193","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199310","1.599","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199311","2.686","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199312","3.81","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199313","25.749","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199401","2.96","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199402","2.32","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199403","1.708","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199404","1.577","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199405","1.159","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199406","1.38","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199407","1.58","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199408","1.358","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199409","0.998","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199410","1.17","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199411","1.874","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199412","2.759","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199413","20.845","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199501","1.915","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199502","1.721","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199503","1.288","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199504","1.349","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199505","0.874","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199506","0.878","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199507","0.517","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199508","1.109","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199509","1.568","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199510","1.013","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199511","2.146","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199512","3.074","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199513","17.451","1","Coal Consumed by the Residential Sector","Trillion Btu"
"CLRCBUS","199601","1.926","1","Coal Consumed by the Residential Sector","Trillion Btu"
